Kd_Kecamatan,Kd_Kota,NamaKecamatan,Created_at,Modified_at,Delete_at
3502050,3502,SAWOO,2022-08-22 10:19:08.316474,,
3502060,3502,SOOKO,2022-08-22 10:19:08.316474,,
3502061,3502,PUDAK,2022-08-22 10:19:08.316474,,
3502070,3502,PULUNG,2022-08-22 10:19:08.316474,,
3502080,3502,MLARAK,2022-08-22 10:19:08.316474,,
3502090,3502,SIMAN,2022-08-22 10:19:08.316474,,
3502100,3502,JETIS,2022-08-22 10:19:08.316474,,
3502110,3502,BALONG,2022-08-22 10:19:08.316474,,
3502120,3502,KAUMAN,2022-08-22 10:19:08.316474,,
3502130,3502,JAMBON,2022-08-22 10:19:08.316474,,
3502140,3502,BADEGAN,2022-08-22 10:19:08.316474,,
3502150,3502,SAMPUNG,2022-08-22 10:19:08.316474,,
3502160,3502,SUKOREJO,2022-08-22 10:19:08.316474,,
3502170,3502,PONOROGO,2022-08-22 10:19:08.316474,,
3502180,3502,BABADAN,2022-08-22 10:19:08.316474,,
3502190,3502,JENANGAN,2022-08-22 10:19:08.316474,,
3502200,3502,NGEBEL,2022-08-22 10:19:08.316474,,
3503010,3503,PANGGUL,2022-08-22 10:19:08.316474,,
3503020,3503,MUNJUNGAN,2022-08-22 10:19:08.316474,,
3503030,3503,WATULIMO,2022-08-22 10:19:08.316474,,
3503040,3503,KAMPAK,2022-08-22 10:19:08.316474,,
3503050,3503,DONGKO,2022-08-22 10:19:08.316474,,
3503060,3503,PULE,2022-08-22 10:19:08.316474,,
3503070,3503,KARANGAN,2022-08-22 10:19:08.316474,,
3503071,3503,SURUH,2022-08-22 10:19:08.316474,,
3503080,3503,GANDUSARI,2022-08-22 10:19:08.316474,,
3503090,3503,DURENAN,2022-08-22 10:19:08.316474,,
3503100,3503,POGALAN,2022-08-22 10:19:08.316474,,
3503110,3503,TRENGGALEK,2022-08-22 10:19:08.316474,,
3503120,3503,TUGU,2022-08-22 10:19:08.316474,,
3503130,3503,BENDUNGAN,2022-08-22 10:19:08.316474,,
3504010,3504,BESUKI,2022-08-22 10:19:08.316474,,
3504020,3504,BANDUNG,2022-08-22 10:19:08.316474,,
3504030,3504,PAKEL,2022-08-22 10:19:08.316474,,
3504040,3504,CAMPUR DARAT,2022-08-22 10:19:08.316474,,
3504050,3504,TANGGUNG GUNUNG,2022-08-22 10:19:08.316474,,
3504060,3504,KALIDAWIR,2022-08-22 10:19:08.316474,,
3504070,3504,PUCANG LABAN,2022-08-22 10:19:08.316474,,
3504080,3504,REJOTANGAN,2022-08-22 10:19:08.316474,,
3504090,3504,NGUNUT,2022-08-22 10:19:08.316474,,
3504100,3504,SUMBERGEMPOL,2022-08-22 10:19:08.316474,,
3504110,3504,BOYOLANGU,2022-08-22 10:19:08.316474,,
3504120,3504,TULUNGAGUNG,2022-08-22 10:19:08.316474,,
3504130,3504,KEDUNGWARU,2022-08-22 10:19:08.316474,,
3504140,3504,NGANTRU,2022-08-22 10:19:08.316474,,
3504150,3504,KARANGREJO,2022-08-22 10:19:08.316474,,
3504160,3504,KAUMAN,2022-08-22 10:19:08.316474,,
3504170,3504,GONDANG,2022-08-22 10:19:08.316474,,
3504180,3504,PAGER WOJO,2022-08-22 10:19:08.316474,,
3504190,3504,SENDANG,2022-08-22 10:19:08.316474,,
3505010,3505,BAKUNG,2022-08-22 10:19:08.316474,,
3505020,3505,WONOTIRTO,2022-08-22 10:19:08.316474,,
3505030,3505,PANGGUNGREJO,2022-08-22 10:19:08.316474,,
3505040,3505,WATES,2022-08-22 10:19:08.316474,,
3505050,3505,BINANGUN,2022-08-22 10:19:08.316474,,
3505060,3505,SUTOJAYAN,2022-08-22 10:19:08.316474,,
3505070,3505,KADEMANGAN,2022-08-22 10:19:08.316474,,
3505080,3505,KANIGORO,2022-08-22 10:19:08.316474,,
3505090,3505,TALUN,2022-08-22 10:19:08.316474,,
3505100,3505,SELOPURO,2022-08-22 10:19:08.316474,,
3505110,3505,KESAMBEN,2022-08-22 10:19:08.316474,,
3505120,3505,SELOREJO,2022-08-22 10:19:08.316474,,
3505130,3505,DOKO,2022-08-22 10:19:08.316474,,
3505140,3505,WLINGI,2022-08-22 10:19:08.316474,,
3505150,3505,GANDUSARI,2022-08-22 10:19:08.316474,,
3505160,3505,GARUM,2022-08-22 10:19:08.316474,,
3505170,3505,NGLEGOK,2022-08-22 10:19:08.316474,,
3505180,3505,SANANKULON,2022-08-22 10:19:08.316474,,
3505190,3505,PONGGOK,2022-08-22 10:19:08.316474,,
3505200,3505,SRENGAT,2022-08-22 10:19:08.316474,,
3505210,3505,WONODADI,2022-08-22 10:19:08.316474,,
3505220,3505,UDANAWU,2022-08-22 10:19:08.316474,,
3506010,3506,MOJO,2022-08-22 10:19:08.316474,,
3506020,3506,SEMEN,2022-08-22 10:19:08.316474,,
3506030,3506,NGADILUWIH,2022-08-22 10:19:08.316474,,
3506040,3506,KRAS,2022-08-22 10:19:08.316474,,
3506050,3506,RINGINREJO,2022-08-22 10:19:08.316474,,
3506060,3506,KANDAT,2022-08-22 10:19:08.316474,,
3506070,3506,WATES,2022-08-22 10:19:08.316474,,
3506080,3506,NGANCAR,2022-08-22 10:19:08.316474,,
3506090,3506,PLOSOKLATEN,2022-08-22 10:19:08.316474,,
3506100,3506,GURAH,2022-08-22 10:19:08.316474,,
3506110,3506,PUNCU,2022-08-22 10:19:08.316474,,
3506120,3506,KEPUNG,2022-08-22 10:19:08.316474,,
3506130,3506,KANDANGAN,2022-08-22 10:19:08.316474,,
3506140,3506,PARE,2022-08-22 10:19:08.316474,,
3506141,3506,BADAS,2022-08-22 10:19:08.316474,,
3506150,3506,KUNJANG,2022-08-22 10:19:08.316474,,
3506160,3506,PLEMAHAN,2022-08-22 10:19:08.316474,,
3506170,3506,PURWOASRI,2022-08-22 10:19:08.316474,,
3506180,3506,PAPAR,2022-08-22 10:19:08.316474,,
3506190,3506,PAGU,2022-08-22 10:19:08.316474,,
3506191,3506,KAYEN KIDUL,2022-08-22 10:19:08.316474,,
3506200,3506,GAMPENGREJO,2022-08-22 10:19:08.316474,,
3506201,3506,NGASEM,2022-08-22 10:19:08.316474,,
3506210,3506,BANYAKAN,2022-08-22 10:19:08.316474,,
3506220,3506,GROGOL,2022-08-22 10:19:08.316474,,
3506230,3506,TAROKAN,2022-08-22 10:19:08.316474,,
3507010,3507,DONOMULYO,2022-08-22 10:19:08.316474,,
3507020,3507,KALIPARE,2022-08-22 10:19:08.316474,,
3507030,3507,PAGAK,2022-08-22 10:19:08.316474,,
3507040,3507,BANTUR,2022-08-22 10:19:08.316474,,
3507050,3507,GEDANGAN,2022-08-22 10:19:08.316474,,
3507060,3507,SUMBERMANJING,2022-08-22 10:19:08.316474,,
3507070,3507,DAMPIT,2022-08-22 10:19:08.316474,,
3507080,3507,TIRTO YUDO,2022-08-22 10:19:08.316474,,
3507090,3507,AMPELGADING,2022-08-22 10:19:08.316474,,
3507100,3507,PONCOKUSUMO,2022-08-22 10:19:08.316474,,
3507110,3507,WAJAK,2022-08-22 10:19:08.316474,,
3507120,3507,TUREN,2022-08-22 10:19:08.316474,,
3507130,3507,BULULAWANG,2022-08-22 10:19:08.316474,,
3507140,3507,GONDANGLEGI,2022-08-22 10:19:08.316474,,
3507150,3507,PAGELARAN,2022-08-22 10:19:08.316474,,
3507160,3507,KEPANJEN,2022-08-22 10:19:08.316474,,
3507170,3507,SUMBER PUCUNG,2022-08-22 10:19:08.316474,,
3507180,3507,KROMENGAN,2022-08-22 10:19:08.316474,,
3507190,3507,NGAJUM,2022-08-22 10:19:08.316474,,
3507200,3507,WONOSARI,2022-08-22 10:19:08.316474,,
3507210,3507,WAGIR,2022-08-22 10:19:08.316474,,
3507220,3507,PAKISAJI,2022-08-22 10:19:08.316474,,
3507230,3507,TAJINAN,2022-08-22 10:19:08.316474,,
3507240,3507,TUMPANG,2022-08-22 10:19:08.316474,,
3507250,3507,PAKIS,2022-08-22 10:19:08.316474,,
3507260,3507,JABUNG,2022-08-22 10:19:08.316474,,
3507270,3507,LAWANG,2022-08-22 10:19:08.316474,,
3507280,3507,SINGOSARI,2022-08-22 10:19:08.316474,,
3507290,3507,KARANGPLOSO,2022-08-22 10:19:08.316474,,
3507300,3507,DAU,2022-08-22 10:19:08.316474,,
3507310,3507,PUJON,2022-08-22 10:19:08.316474,,
3507320,3507,NGANTANG,2022-08-22 10:19:08.316474,,
3507330,3507,KASEMBON,2022-08-22 10:19:08.316474,,
3508010,3508,TEMPURSARI,2022-08-22 10:19:08.316474,,
3508020,3508,PRONOJIWO,2022-08-22 10:19:08.316474,,
3508030,3508,CANDIPURO,2022-08-22 10:19:08.316474,,
3508040,3508,PASIRIAN,2022-08-22 10:19:08.316474,,
3508050,3508,TEMPEH,2022-08-22 10:19:08.316474,,
3508060,3508,LUMAJANG,2022-08-22 10:19:08.316474,,
3508061,3508,SUMBERSUKO,2022-08-22 10:19:08.316474,,
3508070,3508,TEKUNG,2022-08-22 10:19:08.316474,,
3508080,3508,KUNIR,2022-08-22 10:19:08.316474,,
3508090,3508,YOSOWILANGUN,2022-08-22 10:19:08.316474,,
3508100,3508,ROWOKANGKUNG,2022-08-22 10:19:08.316474,,
3508110,3508,JATIROTO,2022-08-22 10:19:08.316474,,
3508120,3508,RANDUAGUNG,2022-08-22 10:19:08.316474,,
3508130,3508,SUKODONO,2022-08-22 10:19:08.316474,,
3508140,3508,PADANG,2022-08-22 10:19:08.316474,,
3508150,3508,PASRUJAMBE,2022-08-22 10:19:08.316474,,
3508160,3508,SENDURO,2022-08-22 10:19:08.316474,,
3508170,3508,GUCIALIT,2022-08-22 10:19:08.316474,,
3508180,3508,KEDUNGJAJANG,2022-08-22 10:19:08.316474,,
3508190,3508,KLAKAH,2022-08-22 10:19:08.316474,,
3508200,3508,RANUYOSO,2022-08-22 10:19:08.316474,,
3509010,3509,KENCONG,2022-08-22 10:19:08.316474,,
3509020,3509,GUMUK MAS,2022-08-22 10:19:08.316474,,
3509030,3509,PUGER,2022-08-22 10:19:08.316474,,
3509040,3509,WULUHAN,2022-08-22 10:19:08.316474,,
3509050,3509,AMBULU,2022-08-22 10:19:08.316474,,
3509060,3509,TEMPUREJO,2022-08-22 10:19:08.316474,,
3509070,3509,SILO,2022-08-22 10:19:08.316474,,
3509080,3509,MAYANG,2022-08-22 10:19:08.316474,,
3509090,3509,MUMBULSARI,2022-08-22 10:19:08.316474,,
3509100,3509,JENGGAWAH,2022-08-22 10:19:08.316474,,
3509110,3509,AJUNG,2022-08-22 10:19:08.316474,,
3509120,3509,RAMBIPUJI,2022-08-22 10:19:08.316474,,
3509130,3509,BALUNG,2022-08-22 10:19:08.316474,,
3509140,3509,UMBULSARI,2022-08-22 10:19:08.316474,,
3509150,3509,SEMBORO,2022-08-22 10:19:08.316474,,
3509160,3509,JOMBANG,2022-08-22 10:19:08.316474,,
3509170,3509,SUMBER BARU,2022-08-22 10:19:08.316474,,
3509180,3509,TANGGUL,2022-08-22 10:19:08.316474,,
3509190,3509,BANGSALSARI,2022-08-22 10:19:08.316474,,
3509200,3509,PANTI,2022-08-22 10:19:08.316474,,
3509210,3509,SUKORAMBI,2022-08-22 10:19:08.316474,,
3509220,3509,ARJASA,2022-08-22 10:19:08.316474,,
3509230,3509,PAKUSARI,2022-08-22 10:19:08.316474,,
3509240,3509,KALISAT,2022-08-22 10:19:08.316474,,
3509250,3509,LEDOKOMBO,2022-08-22 10:19:08.316474,,
3509260,3509,SUMBERJAMBE,2022-08-22 10:19:08.316474,,
3509270,3509,SUKOWONO,2022-08-22 10:19:08.316474,,
3509280,3509,JELBUK,2022-08-22 10:19:08.316474,,
3509710,3509,KALIWATES,2022-08-22 10:19:08.316474,,
3509720,3509,SUMBERSARI,2022-08-22 10:19:08.316474,,
3509730,3509,PATRANG,2022-08-22 10:19:08.316474,,
3510010,3510,PESANGGARAN,2022-08-22 10:19:08.316474,,
3510011,3510,SILIRAGUNG,2022-08-22 10:19:08.316474,,
3510020,3510,BANGOREJO,2022-08-22 10:19:08.316474,,
3510030,3510,PURWOHARJO,2022-08-22 10:19:08.316474,,
3510040,3510,TEGALDLIMO,2022-08-22 10:19:08.316474,,
3510050,3510,MUNCAR,2022-08-22 10:19:08.316474,,
3510060,3510,CLURING,2022-08-22 10:19:08.316474,,
3510070,3510,GAMBIRAN,2022-08-22 10:19:08.316474,,
3510071,3510,TEGALSARI,2022-08-22 10:19:08.316474,,
3510080,3510,GLENMORE,2022-08-22 10:19:08.316474,,
3510090,3510,KALIBARU,2022-08-22 10:19:08.316474,,
3510100,3510,GENTENG,2022-08-22 10:19:08.316474,,
3510110,3510,SRONO,2022-08-22 10:19:08.316474,,
3510120,3510,ROGOJAMPI,2022-08-22 10:19:08.316474,,
3510121,3510,BLIMBINGSARI,2022-08-22 10:19:08.316474,,
3510130,3510,KABAT,2022-08-22 10:19:08.316474,,
3510140,3510,SINGOJURUH,2022-08-22 10:19:08.316474,,
3510150,3510,SEMPU,2022-08-22 10:19:08.316474,,
3510160,3510,SONGGON,2022-08-22 10:19:08.316474,,
3510170,3510,GLAGAH,2022-08-22 10:19:08.316474,,
3510171,3510,LICIN,2022-08-22 10:19:08.316474,,
3510180,3510,BANYUWANGI,2022-08-22 10:19:08.316474,,
3510190,3510,GIRI,2022-08-22 10:19:08.316474,,
3510200,3510,KALIPURO,2022-08-22 10:19:08.316474,,
3510210,3510,WONGSOREJO,2022-08-22 10:19:08.316474,,
3511010,3511,MAESAN,2022-08-22 10:19:08.316474,,
3511020,3511,GRUJUGAN,2022-08-22 10:19:08.316474,,
3511030,3511,TAMANAN,2022-08-22 10:19:08.316474,,
3511031,3511,JAMBESARI DARUS SHOLAH,2022-08-22 10:19:08.316474,,
3511040,3511,PUJER,2022-08-22 10:19:08.316474,,
3511050,3511,TLOGOSARI,2022-08-22 10:19:08.316474,,
3511060,3511,SUKOSARI,2022-08-22 10:19:08.316474,,
3511061,3511,SUMBER WRINGIN,2022-08-22 10:19:08.316474,,
3511070,3511,TAPEN,2022-08-22 10:19:08.316474,,
3511080,3511,WONOSARI,2022-08-22 10:19:08.316474,,
3511090,3511,TENGGARANG,2022-08-22 10:19:08.316474,,
3511100,3511,BONDOWOSO,2022-08-22 10:19:08.316474,,
3511110,3511,CURAH DAMI,2022-08-22 10:19:08.316474,,
3511111,3511,BINAKAL,2022-08-22 10:19:08.316474,,
3511120,3511,PAKEM,2022-08-22 10:19:08.316474,,
3511130,3511,WRINGIN,2022-08-22 10:19:08.316474,,
3511140,3511,TEGALAMPEL,2022-08-22 10:19:08.316474,,
3511141,3511,TAMAN KROCOK,2022-08-22 10:19:08.316474,,
3511150,3511,KLABANG,2022-08-22 10:19:08.316474,,
3511151,3511,IJEN,2022-08-22 10:19:08.316474,,
3511152,3511,BOTOLINGGO,2022-08-22 10:19:08.316474,,
3511160,3511,PRAJEKAN,2022-08-22 10:19:08.316474,,
3511170,3511,CERMEE,2022-08-22 10:19:08.316474,,
3512010,3512,SUMBERMALANG,2022-08-22 10:19:08.316474,,
3512020,3512,JATIBANTENG,2022-08-22 10:19:08.316474,,
3512030,3512,BANYUGLUGUR,2022-08-22 10:19:08.316474,,
3512040,3512,BESUKI,2022-08-22 10:19:08.316474,,
3512050,3512,SUBOH,2022-08-22 10:19:08.316474,,
3512060,3512,MLANDINGAN,2022-08-22 10:19:08.316474,,
3512070,3512,BUNGATAN,2022-08-22 10:19:08.316474,,
3512080,3512,KENDIT,2022-08-22 10:19:08.316474,,
3512090,3512,PANARUKAN,2022-08-22 10:19:08.316474,,
3512100,3512,SITUBONDO,2022-08-22 10:19:08.316474,,
3512110,3512,MANGARAN,2022-08-22 10:19:08.316474,,
3512120,3512,PANJI,2022-08-22 10:19:08.316474,,
3512130,3512,KAPONGAN,2022-08-22 10:19:08.316474,,
3512140,3512,ARJASA,2022-08-22 10:19:08.316474,,
3512150,3512,JANGKAR,2022-08-22 10:19:08.316474,,
3512160,3512,ASEMBAGUS,2022-08-22 10:19:08.316474,,
3512170,3512,BANYUPUTIH,2022-08-22 10:19:08.316474,,
3513010,3513,SUKAPURA,2022-08-22 10:19:08.316474,,
3513020,3513,SUMBER,2022-08-22 10:19:08.316474,,
3513030,3513,KURIPAN,2022-08-22 10:19:08.316474,,
3513040,3513,BANTARAN,2022-08-22 10:19:08.316474,,
3513050,3513,LECES,2022-08-22 10:19:08.316474,,
3513060,3513,TEGALSIWALAN,2022-08-22 10:19:08.316474,,
3513070,3513,BANYUANYAR,2022-08-22 10:19:08.316474,,
3513080,3513,TIRIS,2022-08-22 10:19:08.316474,,
3513090,3513,KRUCIL,2022-08-22 10:19:08.316474,,
3513100,3513,GADING,2022-08-22 10:19:08.316474,,
3513110,3513,PAKUNIRAN,2022-08-22 10:19:08.316474,,
3513120,3513,KOTAANYAR,2022-08-22 10:19:08.316474,,
3513130,3513,PAITON,2022-08-22 10:19:08.316474,,
3513140,3513,BESUK,2022-08-22 10:19:08.316474,,
3513150,3513,KRAKSAAN,2022-08-22 10:19:08.316474,,
3513160,3513,KREJENGAN,2022-08-22 10:19:08.316474,,
3513170,3513,PAJARAKAN,2022-08-22 10:19:08.316474,,
3513180,3513,MARON,2022-08-22 10:19:08.316474,,
3513190,3513,GENDING,2022-08-22 10:19:08.316474,,
3513200,3513,DRINGU,2022-08-22 10:19:08.316474,,
3513210,3513,WONOMERTO,2022-08-22 10:19:08.316474,,
3513220,3513,LUMBANG,2022-08-22 10:19:08.316474,,
3513230,3513,TONGAS,2022-08-22 10:19:08.316474,,
3513240,3513,SUMBERASIH,2022-08-22 10:19:08.316474,,
3514010,3514,PURWODADI,2022-08-22 10:19:08.316474,,
3514020,3514,TUTUR,2022-08-22 10:19:08.316474,,
3514030,3514,PUSPO,2022-08-22 10:19:08.316474,,
3514040,3514,TOSARI,2022-08-22 10:19:08.316474,,
3514050,3514,LUMBANG,2022-08-22 10:19:08.316474,,
3514060,3514,PASREPAN,2022-08-22 10:19:08.316474,,
3514070,3514,KEJAYAN,2022-08-22 10:19:08.316474,,
3514080,3514,WONOREJO,2022-08-22 10:19:08.316474,,
3514090,3514,PURWOSARI,2022-08-22 10:19:08.316474,,
3514100,3514,PRIGEN,2022-08-22 10:19:08.316474,,
3514110,3514,SUKOREJO,2022-08-22 10:19:08.316474,,
3514120,3514,PANDAAN,2022-08-22 10:19:08.316474,,
3514130,3514,GEMPOL,2022-08-22 10:19:08.316474,,
3514140,3514,BEJI,2022-08-22 10:19:08.316474,,
3514150,3514,BANGIL,2022-08-22 10:19:08.316474,,
3514160,3514,REMBANG,2022-08-22 10:19:08.316474,,
3514170,3514,KRATON,2022-08-22 10:19:08.316474,,
3514180,3514,POHJENTREK,2022-08-22 10:19:08.316474,,
3514190,3514,GONDANG WETAN,2022-08-22 10:19:08.316474,,
3514200,3514,REJOSO,2022-08-22 10:19:08.316474,,
3514210,3514,WINONGAN,2022-08-22 10:19:08.316474,,
3514220,3514,GRATI,2022-08-22 10:19:08.316474,,
3514230,3514,LEKOK,2022-08-22 10:19:08.316474,,
3514240,3514,NGULING,2022-08-22 10:19:08.316474,,
3515010,3515,TARIK,2022-08-22 10:19:08.316474,,
3515020,3515,PRAMBON,2022-08-22 10:19:08.316474,,
3515030,3515,KREMBUNG,2022-08-22 10:19:08.316474,,
3515040,3515,PORONG,2022-08-22 10:19:08.316474,,
3515050,3515,JABON,2022-08-22 10:19:08.316474,,
3515060,3515,TANGGULANGIN,2022-08-22 10:19:08.316474,,
3515070,3515,CANDI,2022-08-22 10:19:08.316474,,
3515080,3515,TULANGAN,2022-08-22 10:19:08.316474,,
3515090,3515,WONOAYU,2022-08-22 10:19:08.316474,,
3515100,3515,SUKODONO,2022-08-22 10:19:08.316474,,
3515110,3515,SIDOARJO,2022-08-22 10:19:08.316474,,
3515120,3515,BUDURAN,2022-08-22 10:19:08.316474,,
3515130,3515,SEDATI,2022-08-22 10:19:08.316474,,
3515140,3515,WARU,2022-08-22 10:19:08.316474,,
3515150,3515,GEDANGAN,2022-08-22 10:19:08.316474,,
3515160,3515,TAMAN,2022-08-22 10:19:08.316474,,
3515170,3515,KRIAN,2022-08-22 10:19:08.316474,,
3515180,3515,BALONG BENDO,2022-08-22 10:19:08.316474,,
3516010,3516,JATIREJO,2022-08-22 10:19:08.316474,,
3516020,3516,GONDANG,2022-08-22 10:19:08.316474,,
3516030,3516,PACET,2022-08-22 10:19:08.316474,,
3516040,3516,TRAWAS,2022-08-22 10:19:08.316474,,
3516050,3516,NGORO,2022-08-22 10:19:08.316474,,
3516060,3516,PUNGGING,2022-08-22 10:19:08.316474,,
3516070,3516,KUTOREJO,2022-08-22 10:19:08.316474,,
3516080,3516,MOJOSARI,2022-08-22 10:19:08.316474,,
3516090,3516,BANGSAL,2022-08-22 10:19:08.316474,,
3516091,3516,MOJOANYAR,2022-08-22 10:19:08.316474,,
3516100,3516,DLANGGU,2022-08-22 10:19:08.316474,,
3516110,3516,PURI,2022-08-22 10:19:08.316474,,
3516120,3516,TROWULAN,2022-08-22 10:19:08.316474,,
3516130,3516,SOOKO,2022-08-22 10:19:08.316474,,
3516140,3516,GEDEK,2022-08-22 10:19:08.316474,,
3516150,3516,KEMLAGI,2022-08-22 10:19:08.316474,,
3516160,3516,JETIS,2022-08-22 10:19:08.316474,,
3516170,3516,DAWAR BLANDONG,2022-08-22 10:19:08.316474,,
3517010,3517,BANDAR KEDUNG MULYO,2022-08-22 10:19:08.316474,,
3517020,3517,PERAK,2022-08-22 10:19:08.316474,,
3517030,3517,GUDO,2022-08-22 10:19:08.316474,,
3517040,3517,DIWEK,2022-08-22 10:19:08.316474,,
3517050,3517,NGORO,2022-08-22 10:19:08.316474,,
3517060,3517,MOJOWARNO,2022-08-22 10:19:08.316474,,
3517070,3517,BARENG,2022-08-22 10:19:08.316474,,
3517080,3517,WONOSALAM,2022-08-22 10:19:08.316474,,
3517090,3517,MOJOAGUNG,2022-08-22 10:19:08.316474,,
3517100,3517,SUMOBITO,2022-08-22 10:19:08.316474,,
3517110,3517,JOGO ROTO,2022-08-22 10:19:08.316474,,
3517120,3517,PETERONGAN,2022-08-22 10:19:08.316474,,
3517130,3517,JOMBANG,2022-08-22 10:19:08.316474,,
3517140,3517,MEGALUH,2022-08-22 10:19:08.316474,,
3517150,3517,TEMBELANG,2022-08-22 10:19:08.316474,,
3517160,3517,KESAMBEN,2022-08-22 10:19:08.316474,,
3517170,3517,KUDU,2022-08-22 10:19:08.316474,,
3517171,3517,NGUSIKAN,2022-08-22 10:19:08.316474,,
3517180,3517,PLOSO,2022-08-22 10:19:08.316474,,
3517190,3517,KABUH,2022-08-22 10:19:08.316474,,
3517200,3517,PLANDAAN,2022-08-22 10:19:08.316474,,
3518010,3518,SAWAHAN,2022-08-22 10:19:08.316474,,
3518020,3518,NGETOS,2022-08-22 10:19:08.316474,,
3518030,3518,BERBEK,2022-08-22 10:19:08.316474,,
3518040,3518,LOCERET,2022-08-22 10:19:08.316474,,
3518050,3518,PACE,2022-08-22 10:19:08.316474,,
3518060,3518,TANJUNGANOM,2022-08-22 10:19:08.316474,,
3518070,3518,PRAMBON,2022-08-22 10:19:08.316474,,
3518080,3518,NGRONGGOT,2022-08-22 10:19:08.316474,,
3518090,3518,KERTOSONO,2022-08-22 10:19:08.316474,,
3518100,3518,PATIANROWO,2022-08-22 10:19:08.316474,,
3518110,3518,BARON,2022-08-22 10:19:08.316474,,
3518120,3518,GONDANG,2022-08-22 10:19:08.316474,,
3518130,3518,SUKOMORO,2022-08-22 10:19:08.316474,,
3518140,3518,NGANJUK,2022-08-22 10:19:08.316474,,
3518150,3518,BAGOR,2022-08-22 10:19:08.316474,,
3518160,3518,WILANGAN,2022-08-22 10:19:08.316474,,
3518170,3518,REJOSO,2022-08-22 10:19:08.316474,,
3518180,3518,NGLUYU,2022-08-22 10:19:08.316474,,
3518190,3518,LENGKONG,2022-08-22 10:19:08.316474,,
3518200,3518,JATIKALEN,2022-08-22 10:19:08.316474,,
3519010,3519,KEBONSARI,2022-08-22 10:19:08.316474,,
3519020,3519,GEGER,2022-08-22 10:19:08.316474,,
3519030,3519,DOLOPO,2022-08-22 10:19:08.316474,,
3519040,3519,DAGANGAN,2022-08-22 10:19:08.316474,,
3519050,3519,WUNGU,2022-08-22 10:19:08.316474,,
3519060,3519,KARE,2022-08-22 10:19:08.316474,,
3519070,3519,GEMARANG,2022-08-22 10:19:08.316474,,
3519080,3519,SARADAN,2022-08-22 10:19:08.316474,,
3519090,3519,PILANGKENCENG,2022-08-22 10:19:08.316474,,
3519100,3519,MEJAYAN,2022-08-22 10:19:08.316474,,
3519110,3519,WONOASRI,2022-08-22 10:19:08.316474,,
3519120,3519,BALEREJO,2022-08-22 10:19:08.316474,,
3519130,3519,MADIUN,2022-08-22 10:19:08.316474,,
3519140,3519,SAWAHAN,2022-08-22 10:19:08.316474,,
3519150,3519,JIWAN,2022-08-22 10:19:08.316474,,
3520010,3520,PONCOL,2022-08-22 10:19:08.316474,,
3520020,3520,PARANG,2022-08-22 10:19:08.316474,,
3520030,3520,LEMBEYAN,2022-08-22 10:19:08.316474,,
3520040,3520,TAKERAN,2022-08-22 10:19:08.316474,,
3520041,3520,NGUNTORONADI,2022-08-22 10:19:08.316474,,
3520050,3520,KAWEDANAN,2022-08-22 10:19:08.316474,,
3520060,3520,MAGETAN,2022-08-22 10:19:08.316474,,
3520061,3520,NGARIBOYO,2022-08-22 10:19:08.316474,,
3520070,3520,PLAOSAN,2022-08-22 10:19:08.316474,,
3520071,3520,SIDOREJO,2022-08-22 10:19:08.316474,,
3520080,3520,PANEKAN,2022-08-22 10:19:08.316474,,
3520090,3520,SUKOMORO,2022-08-22 10:19:08.316474,,
3520100,3520,BENDO,2022-08-22 10:19:08.316474,,
3520110,3520,MAOSPATI,2022-08-22 10:19:08.316474,,
3520120,3520,KARANGREJO,2022-08-22 10:19:08.316474,,
3520121,3520,KARAS,2022-08-22 10:19:08.316474,,
3520130,3520,BARAT,2022-08-22 10:19:08.316474,,
3520131,3520,KARTOHARJO,2022-08-22 10:19:08.316474,,
3521010,3521,SINE,2022-08-22 10:19:08.316474,,
3521020,3521,NGRAMBE,2022-08-22 10:19:08.316474,,
3521030,3521,JOGOROGO,2022-08-22 10:19:08.316474,,
3521040,3521,KENDAL,2022-08-22 10:19:08.316474,,
3521050,3521,GENENG,2022-08-22 10:19:08.316474,,
3521051,3521,GERIH,2022-08-22 10:19:08.316474,,
3521060,3521,KWADUNGAN,2022-08-22 10:19:08.316474,,
3521070,3521,PANGKUR,2022-08-22 10:19:08.316474,,
3521080,3521,KARANGJATI,2022-08-22 10:19:08.316474,,
3521090,3521,BRINGIN,2022-08-22 10:19:08.316474,,
3521100,3521,PADAS,2022-08-22 10:19:08.316474,,
3521101,3521,KASREMAN,2022-08-22 10:19:08.316474,,
3521110,3521,NGAWI,2022-08-22 10:19:08.316474,,
3521120,3521,PARON,2022-08-22 10:19:08.316474,,
3521130,3521,KEDUNGGALAR,2022-08-22 10:19:08.316474,,
3521140,3521,PITU,2022-08-22 10:19:08.316474,,
3521150,3521,WIDODAREN,2022-08-22 10:19:08.316474,,
3521160,3521,MANTINGAN,2022-08-22 10:19:08.316474,,
3521170,3521,KARANGANYAR,2022-08-22 10:19:08.316474,,
3522010,3522,MARGOMULYO,2022-08-22 10:19:08.316474,,
3522020,3522,NGRAHO,2022-08-22 10:19:08.316474,,
3522030,3522,TAMBAKREJO,2022-08-22 10:19:08.316474,,
3522040,3522,NGAMBON,2022-08-22 10:19:08.316474,,
3522041,3522,SEKAR,2022-08-22 10:19:08.316474,,
3522050,3522,BUBULAN,2022-08-22 10:19:08.316474,,
3522051,3522,GONDANG,2022-08-22 10:19:08.316474,,
